Macrotrends Data Download,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"DISCLAIMER AND TERMS OF USE: HISTORICAL DATA IS PROVIDED ""AS IS"" AND SOLELY",,,,,,,,,,,,,,
FOR INFORMATIONAL PURPOSES - NOT FOR TRADING PURPOSES OR ADVICE.,,,,,,,,,,,,,,
NEITHER MACROTRENDS LLC NOR ANY OF OUR INFORMATION PROVIDERS WILL BE LIABLE,,,,,,,,,,,,,,
FOR ANY DAMAGES RELATING TO YOUR USE OF THE DATA PROVIDED.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"ATTRIBUTION: Proper attribution requires clear indication of the data source as ""www.macrotrends.net"".",,,,,,,,,,,,,,
"A ""dofollow"" backlink to the originating page is also required if the data is displayed on a web page.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
date, value,ln(st/st-1),,,,,,,,,,,,
6/19/2017,1246.7,0.002570076,,,,,,,,,,,,
6/20/2017,1243.5,-0.00184791,,,,,,,,,,,,
6/21/2017,1245.8,-0.002885542,,,,,,,,,,,,
6/22/2017,1249.4,-0.005587053,,,,,,,,,,,,
6/23/2017,1256.4,0.007991093,,,,,,,,,,,,
6/26/2017,1246.4,-0.000401075,,,,,,,,,,,,
6/27/2017,1246.9,-0.001762821,,,,,,,,,,,,
6/28/2017,1249.1,0.002645398,,,,,,,,,,,,
6/29/2017,1245.8,0.002813394,,,,,,,,,,,,
6/30/2017,1242.3,0.018769594,,,,,,,,,,,,
7/3/2017,1219.2,-0.003111951,,,,,,,,,,,,
7/4/2017,1223,0.001063525,,,,,,,,,,,,
7/5/2017,1221.7,-0.001308794,,,,,,,,,,,,
7/6/2017,1223.3,0.01117973,,,,,,,,,,,,
7/7/2017,1209.7,-0.002889102,,,,,,,,,,,,
7/10/2017,1213.2,-0.001235636,,,,,,,,,,,,
7/11/2017,1214.7,-0.003615749,,,,,,,,,,,,
7/12/2017,1219.1,0.00147759,,,,,,,,,,,,
7/13/2017,1217.3,-0.008344289,,,,,,,,,,,,
7/14/2017,1227.5,-0.005038203,,,,,,,,,,,,
7/17/2017,1233.7,-0.006624681,,,,,,,,,,,,
7/18/2017,1241.9,-0.005540625,,,,,,,,,,,,
7/19/2017,1248.8,-0.002639051,,,,,,,,,,,,
7/20/2017,1252.1,-0.007082915,,,,,,,,,,,,
7/21/2017,1261,0.000237935,,,,,,,,,,,,
7/24/2017,1260.7,0.001746587,,,,,,,,,,,,
7/25/2017,1258.5,0.00230699,,,,,,,,,,,,
7/26/2017,1255.6,-0.008643644,,,,,,,,,,,,
7/27/2017,1266.5,-0.006924255,,,,,,,,,,,,
7/28/2017,1275.3,0.001490956,,,,,,,,,,,,
7/31/2017,1273.4,-0.004700729,,,,,,,,,,,,
8/1/2017,1279.4,0.000781922,,,,,,,,,,,,
8/2/2017,1278.4,0.003133816,,,,,,,,,,,,
8/3/2017,1274.4,0.007719613,,,,,,,,,,,,
8/4/2017,1264.6,-7.91E-05,,,,,,,,,,,,
8/7/2017,1264.7,0.001661853,,,,,,,,,,,,
8/8/2017,1262.6,-0.013139966,,,,,,,,,,,,
8/9/2017,1279.3,-0.008406681,,,,,,,,,,,,
8/10/2017,1290.1,-0.003018461,,,,,,,,,,,,
8/11/2017,1294,0.002785948,,,,,,,,,,,,
8/14/2017,1290.4,0.008326572,,,,,,,,,,,,
8/15/2017,1279.7,-0.002497465,,,,,,,,,,,,
8/16/2017,1282.9,-0.007377815,,,,,,,,,,,,
8/17/2017,1292.4,0.000619195,,,,,,,,,,,,
8/18/2017,1291.6,-0.003940816,,,,,,,,,,,,
8/21/2017,1296.7,0.004405464,,,,,,,,,,,,
8/22/2017,1291,-0.002861896,,,,,,,,,,,,
8/23/2017,1294.7,0.002087603,,,,,,,,,,,,
8/24/2017,1292,-0.004556168,,,,,,,,,,,,
8/25/2017,1297.9,-0.013317203,,,,,,,,,,,,
8/28/2017,1315.3,-0.002733279,,,,,,,,,,,,
8/29/2017,1318.9,0.003646035,,,,,,,,,,,,
8/30/2017,1314.1,-0.006144995,,,,,,,,,,,,
8/31/2017,1322.2,-0.006182633,,,,,,,,,,,,
9/1/2017,1330.4,-0.006742104,,,,,,,,,,,,
9/4/2017,1339.4,-0.003800444,,,,,,,,,,,,
9/5/2017,1344.5,0.00409913,,,,,,,,,,,,
9/6/2017,1339,-0.008403723,,,,,,,,,,,,
9/7/2017,1350.3,-0.000666297,,,,,,,,,,,,
9/8/2017,1351.2,0.011537588,,,,,,,,,,,,
9/11/2017,1335.7,0.002248539,,,,,,,,,,,,
9/12/2017,1332.7,0.003532909,,,,,,,,,,,,
9/13/2017,1328,-0.000978437,,,,,,,,,,,,
9/14/2017,1329.3,0.003089096,,,,,,,,,,,,
9/15/2017,1325.2,0.010925754,,,,,,,,,,,,
9/18/2017,1310.8,0.00015259,,,,,,,,,,,,
9/19/2017,1310.6,-0.00441569,,,,,,,,,,,,
9/20/2017,1316.4,0.016544495,,,,,,,,,,,,
9/21/2017,1294.8,-0.002083093,,,,,,,,,,,,
9/22/2017,1297.5,-0.010732184,,,,,,,,,,,,
9/25/2017,1311.5,0.007500418,,,,,,,,,,,,
9/26/2017,1301.7,0.010735766,,,,,,,,,,,,
9/27/2017,1287.8,-0.000698622,,,,,,,,,,,,
9/28/2017,1288.7,0.003030894,,,,,,,,,,,,
9/29/2017,1284.8,0.007029631,,,,,,,,,,,,
10/2/2017,1275.8,0.000941029,,,,,,,,,,,,
10/3/2017,1274.6,-0.001724544,,,,,,,,,,,,
10/4/2017,1276.8,0.002823531,,,,,,,,,,,,
10/5/2017,1273.2,-0.001334328,,,,,,,,,,,,
10/6/2017,1274.9,-0.007890974,,,,,,,,,,,,
10/9/2017,1285,-0.006824906,,,,,,,,,,,,
10/10/2017,1293.8,0.003794483,,,,,,,,,,,,
10/11/2017,1288.9,-0.005879185,,,,,,,,,,,,
10/12/2017,1296.5,-0.006228154,,,,,,,,,,,,
10/13/2017,1304.6,0.001227182,,,,,,,,,,,,
10/16/2017,1303,0.012977163,,,,,,,,,,,,
10/17/2017,1286.2,0.002491049,,,,,,,,,,,,
10/18/2017,1283,-0.005441133,,,,,,,,,,,,
10/19/2017,1290,0.007391592,,,,,,,,,,,,
10/20/2017,1280.5,-0.000312329,,,,,,,,,,,,
10/23/2017,1280.9,0.002031886,,,,,,,,,,,,
10/24/2017,1278.3,-0.000547452,,,,,,,,,,,,
10/25/2017,1279,0.007376632,,,,,,,,,,,,
10/26/2017,1269.6,-0.00173133,,,,,,,,,,,,
10/27/2017,1271.8,-0.004628367,,,,,,,,,,,,
10/30/2017,1277.7,0.005651063,,,,,,,,,,,,
10/31/2017,1270.5,-0.005337951,,,,,,,,,,,,
11/1/2017,1277.3,-0.000626125,,,,,,,,,,,,
11/2/2017,1278.1,0.006987819,,,,,,,,,,,,
11/3/2017,1269.2,-0.009722517,,,,,,,,,,,,
11/6/2017,1281.6,0.004535865,,,,,,,,,,,,
11/7/2017,1275.8,-0.0061731,,,,,,,,,,,,
11/8/2017,1283.7,-0.00295582,,,,,,,,,,,,
11/9/2017,1287.5,0.010383823,,,,,,,,,,,,
11/10/2017,1274.2,-0.003681803,,,,,,,,,,,,
11/13/2017,1278.9,-0.003122807,,,,,,,,,,,,
11/14/2017,1282.9,0.004061554,,,,,,,,,,,,
11/15/2017,1277.7,-0.000391252,,,,,,,,,,,,
11/16/2017,1278.2,-0.004410538,,,,,,,,,,,,
11/17/2017,1283.85,-0.00659889,,,,,,,,,,,,
11/20/2017,1292.35,0.009602189,,,,,,,,,,,,
11/21/2017,1280,-0.003081186,,,,,,,,,,,,
11/22/2017,1283.95,-0.004817227,,,,,,,,,,,,
11/23/2017,1290.15,0.000775404,,,,,,,,,,,,
11/24/2017,1289.15,-0.004295922,,,,,,,,,,,,
11/27/2017,1294.7,0.000618095,,,,,,,,,,,,
11/28/2017,1293.9,-0.000733945,,,,,,,,,,,,
11/29/2017,1294.85,0.009856502,,,,,,,,,,,,
11/30/2017,1282.15,0.003829027,,,,,,,,,,,,
12/1/2017,1277.25,-0.001447376,,,,,,,,,,,,
12/4/2017,1279.1,0.002504894,,,,,,,,,,,,
12/5/2017,1275.9,0.005777296,,,,,,,,,,,,
12/6/2017,1268.55,0.009305708,,,,,,,,,,,,
12/7/2017,1256.8,0.00875078,,,,,,,,,,,,
12/8/2017,1245.85,-0.004444897,,,,,,,,,,,,
12/11/2017,1251.4,0.006413362,,,,,,,,,,,,
12/12/2017,1243.4,0.001448692,,,,,,,,,,,,
12/13/2017,1241.6,-0.011212676,,,,,,,,,,,,
12/14/2017,1255.6,-0.00131325,,,,,,,,,,,,
12/15/2017,1257.25,-0.001112922,,,,,,,,,,,,
12/18/2017,1258.65,-0.003529299,,,,,,,,,,,,
12/19/2017,1263.1,-0.002253812,,,,,,,,,,,,
12/20/2017,1265.95,7.90E-05,,,,,,,,,,,,
12/21/2017,1265.85,-0.001736454,,,,,,,,,,,,
12/22/2017,1268.05,-0.013589667,,,,,,,,,,,,
12/27/2017,1285.4,-0.004811806,,,,,,,,,,,,
12/28/2017,1291.6,-0.003786566,,,,,,,,,,,,
12/29/2017,1296.5,-0.012493935,,,,,,,,,,,,
1/2/2018,1312.8,-0.001370176,,,,,,,,,,,,
1/3/2018,1314.6,0.000684853,,,,,,,,,,,,
1/4/2018,1313.7,-0.003191977,,,,,,,,,,,,
1/5/2018,1317.9,-0.000682672,,,,,,,,,,,,
1/8/2018,1318.8,0.00292359,,,,,,,,,,,,
1/9/2018,1314.95,-0.005082314,,,,,,,,,,,,
1/10/2018,1321.65,0.001362862,,,,,,,,,,,,
1/11/2018,1319.85,-0.009838926,,,,,,,,,,,,
1/12/2018,1332.9,-0.007548898,,,,,,,,,,,,
1/15/2018,1343,0.00601208,,,,,,,,,,,,
1/16/2018,1334.95,-0.001796206,,,,,,,,,,,,
1/17/2018,1337.35,0.005699089,,,,,,,,,,,,
1/18/2018,1329.75,-0.004539409,,,,,,,,,,,,
1/19/2018,1335.8,0.001235978,,,,,,,,,,,,
1/22/2018,1334.15,-0.002208705,,,,,,,,,,,,
1/23/2018,1337.1,-0.009971805,,,,,,,,,,,,
1/24/2018,1350.5,-0.007193612,,,,,,,,,,,,
1/25/2018,1360.25,0.004346872,,,,,,,,,,,,
1/26/2018,1354.35,0.00440293,,,,,,,,,,,,
1/29/2018,1348.4,0.002004381,,,,,,,,,,,,
1/30/2018,1345.7,0.00174783,,,,,,,,,,,,
1/31/2018,1343.35,0.001676321,,,,,,,,,,,,
2/1/2018,1341.1,-0.00290384,,,,,,,,,,,,
2/2/2018,1345,0.005890923,,,,,,,,,,,,
2/5/2018,1337.1,-0.005630667,,,,,,,,,,,,
2/6/2018,1344.65,0.01208327,,,,,,,,,,,,
2/7/2018,1328.5,0.013222143,,,,,,,,,,,,
2/8/2018,1311.05,-0.003806483,,,,,,,,,,,,
2/9/2018,1316.05,-0.004283961,,,,,,,,,,,,
2/12/2018,1321.7,-0.005808926,,,,,,,,,,,,
2/13/2018,1329.4,-0.00101498,,,,,,,,,,,,
2/14/2018,1330.75,-0.017098891,,,,,,,,,,,,
2/15/2018,1353.7,-0.003613174,,,,,,,,,,,,
2/16/2018,1358.6,0.008277948,,,,,,,,,,,,
2/19/2018,1347.4,0.007449379,,,,,,,,,,,,
2/20/2018,1337.4,0.006601674,,,,,,,,,,,,
2/21/2018,1328.6,0.003846014,,,,,,,,,,,,
2/22/2018,1323.5,-0.00407179,,,,,,,,,,,,
2/23/2018,1328.9,-0.007608875,,,,,,,,,,,,
2/26/2018,1339.05,0.004715931,,,,,,,,,,,,
2/27/2018,1332.75,0.009385493,,,,,,,,,,,,
2/28/2018,1320.3,0.006878103,,,,,,,,,,,,
3/1/2018,1311.25,-0.004185699,,,,,,,,,,,,
3/2/2018,1316.75,-0.007226531,,,,,,,,,,,,
3/5/2018,1326.3,0.001018388,,,,,,,,,,,,
3/6/2018,1324.95,-0.005682154,,,,,,,,,,,,
3/7/2018,1332.5,0.005342576,,,,,,,,,,,,
3/8/2018,1325.4,0.00457511,,,,,,,,,,,,
3/9/2018,1319.35,0.001592961,,,,,,,,,,,,
3/12/2018,1317.25,-0.001100173,,,,,,,,,,,,
3/13/2018,1318.7,-0.00472832,,,,,,,,,,,,
3/14/2018,1324.95,0.001208322,,,,,,,,,,,,
3/15/2018,1323.35,0.002496786,,,,,,,,,,,,
3/16/2018,1320.05,0.006345609,,,,,,,,,,,,
3/19/2018,1311.7,-0.000800168,,,,,,,,,,,,
3/20/2018,1312.75,-0.002738581,,,,,,,,,,,,
3/21/2018,1316.35,-0.009451152,,,,,,,,,,,,
3/22/2018,1328.85,-0.010107903,,,,,,,,,,,,
3/23/2018,1342.35,-0.004496895,,,,,,,,,,,,
3/26/2018,1348.4,-0.001667254,,,,,,,,,,,,
3/27/2018,1350.65,0.007133069,,,,,,,,,,,,
3/28/2018,1341.05,0.012870963,,,,,,,,,,,,
3/29/2018,1323.9,-0.00954715,,,,,,,,,,,,
4/3/2018,1336.6,-0.004888525,,,,,,,,,,,,
4/4/2018,1343.15,0.012059168,,,,,,,,,,,,
4/5/2018,1327.05,0.001093246,,,,,,,,,,,,
4/6/2018,1325.6,-0.002185299,,,,,,,,,,,,
4/9/2018,1328.5,-0.005592163,,,,,,,,,,,,
4/10/2018,1335.95,-0.006900052,,,,,,,,,,,,
4/11/2018,1345.2,-0.000520233,,,,,,,,,,,,
4/12/2018,1345.9,0.003833775,,,,,,,,,,,,
4/13/2018,1340.75,-0.002718658,,,,,,,,,,,,
4/16/2018,1344.4,0.00107913,,,,,,,,,,,,
4/17/2018,1342.95,-0.002677079,,,,,,,,,,,,
4/18/2018,1346.55,-0.00100206,,,,,,,,,,,,
4/19/2018,1347.9,0.005766278,,,,,,,,,,,,
4/20/2018,1340.15,0.009107497,,,,,,,,,,,,
4/23/2018,1328,0.000489578,,,,,,,,,,,,
4/24/2018,1327.35,0.001243852,,,,,,,,,,,,
4/25/2018,1325.7,0.002870526,,,,,,,,,,,,
4/26/2018,1321.9,0.003182303,,,,,,,,,,,,
4/27/2018,1317.7,0.001101008,,,,,,,,,,,,
4/30/2018,1316.25,0.005370521,,,,,,,,,,,,
5/1/2018,1309.2,-0.001183229,,,,,,,,,,,,
5/2/2018,1310.75,-0.001943561,,,,,,,,,,,,
5/3/2018,1313.3,0.003012223,,,,,,,,,,,,
5/4/2018,1309.35,-0.000534474,,,,,,,,,,,,
5/8/2018,1310.05,0.002445643,,,,,,,,,,,,
5/9/2018,1306.85,-0.006064901,,,,,,,,,,,,
5/10/2018,1314.8,-0.007576942,,,,,,,,,,,,
5/11/2018,1324.8,0.003099606,,,,,,,,,,,,
5/14/2018,1320.7,0.008096595,,,,,,,,,,,,
5/15/2018,1310.05,0.014067416,,,,,,,,,,,,
5/16/2018,1291.75,0.00224754,,,,,,,,,,,,
5/17/2018,1288.85,0.001281031,,,,,,,,,,,,
5/18/2018,1287.2,0.001049338,,,,,,,,,,,,
5/21/2018,1285.85,-0.006240935,,,,,,,,,,,,
5/22/2018,1293.9,-7.73E-05,,,,,,,,,,,,
5/23/2018,1294,-0.001814427,,,,,,,,,,,,
5/24/2018,1296.35,-0.005845496,,,,,,,,,,,,
5/25/2018,1303.95,0.001458174,,,,,,,,,,,,
5/29/2018,1302.05,0.002653184,,,,,,,,,,,,
5/30/2018,1298.6,-0.003766193,,,,,,,,,,,,
5/31/2018,1303.5,0.00334275,,,,,,,,,,,,
6/1/2018,1299.15,0.003469816,,,,,,,,,,,,
6/4/2018,1294.65,0.001855503,,,,,,,,,,,,
6/5/2018,1292.25,-0.002318842,,,,,,,,,,,,
6/6/2018,1295.25,-0.00235199,,,,,,,,,,,,
6/7/2018,1298.3,-0.000692974,,,,,,,,,,,,
6/8/2018,1299.2,0.002427513,,,,,,,,,,,,
6/11/2018,1296.05,-0.001734539,,,,,,,,,,,,
6/12/2018,1298.3,0.003008449,,,,,,,,,,,,
6/13/2018,1294.4,-0.008385632,,,,,,,,,,,,
6/14/2018,1305.3,0.003991715,,,,,,,,,,,,
6/15/2018,1300.1,0.014605021,,,,,,,,,,,,
6/18/2018,1281.25,0.001757641,,,,,,,,,,,,
6/19/2018,1279,0.004505836,,,,,,,,,,,,
6/20/2018,1273.25,0.007528761,,,,,,,,,,,,
6/21/2018,1263.7,-0.004736726,,,,,,,,,,,,
6/22/2018,1269.7,-7.88E-05,,,,,,,,,,,,
6/25/2018,1269.8,0.010012154,,,,,,,,,,,,
6/26/2018,1257.15,0.000278446,,,,,,,,,,,,
6/27/2018,1256.8,0.005025337,,,,,,,,,,,,
6/28/2018,1250.5,-4.00E-05,,,,,,,,,,,,
6/29/2018,1250.55,0.001240223,,,,,,,,,,,,
7/2/2018,1249,0.002525203,,,,,,,,,,,,
7/3/2018,1245.85,-0.008830344,,,,,,,,,,,,
7/4/2018,1256.9,0.003506818,,,,,,,,,,,,
7/5/2018,1252.5,-0.001356365,,,,,,,,,,,,
7/6/2018,1254.2,-0.006675168,,,,,,,,,,,,
7/9/2018,1262.6,0.007073908,,,,,,,,,,,,
7/10/2018,1253.7,0.002955628,,,,,,,,,,,,
7/11/2018,1250,0.004128511,,,,,,,,,,,,
7/12/2018,1244.85,0.003500517,,,,,,,,,,,,
7/13/2018,1240.5,-0.003540681,,,,,,,,,,,,
7/16/2018,1244.9,0.001004601,,,,,,,,,,,,
7/17/2018,1243.65,0.016375868,,,,,,,,,,,,
7/18/2018,1223.45,0.0049573,,,,,,,,,,,,
7/19/2018,1217.4,-0.00610095,,,,,,,,,,,,
7/20/2018,1224.85,-0.003748527,,,,,,,,,,,,
7/23/2018,1229.45,0.004197663,,,,,,,,,,,,
7/24/2018,1224.3,-0.005091972,,,,,,,,,,,,
7/25/2018,1230.55,0.001789419,,,,,,,,,,,,
7/26/2018,1228.35,0.007517911,,,,,,,,,,,,
7/27/2018,1219.15,-0.002375882,,,,,,,,,,,,
7/30/2018,1222.05,0.00233487,,,,,,,,,,,,
7/31/2018,1219.2,-0.002907514,,,,,,,,,,,,
8/1/2018,1222.75,0.004220712,,,,,,,,,,,,
8/2/2018,1217.6,0.008163984,,,,,,,,,,,,
8/3/2018,1207.7,-0.003554163,,,,,,,,,,,,
8/6/2018,1212,-0.002801353,,,,,,,,,,,,
8/7/2018,1215.4,0.002512616,,,,,,,,,,,,
8/8/2018,1212.35,-0.00259489,,,,,,,,,,,,
8/9/2018,1215.5,0.003172448,,,,,,,,,,,,
8/10/2018,1211.65,0.006001549,,,,,,,,,,,,
8/13/2018,1204.4,0.007584318,,,,,,,,,,,,
8/14/2018,1195.3,0.007220854,,,,,,,,,,,,
8/15/2018,1186.7,0.005958561,,,,,,,,,,,,
8/16/2018,1179.65,0.002503874,,,,,,,,,,,,
8/17/2018,1176.7,-0.010188424,,,,,,,,,,,,
8/20/2018,1188.75,-0.004490429,,,,,,,,,,,,
8/21/2018,1194.1,-0.002300342,,,,,,,,,,,,
8/22/2018,1196.85,0.008011284,,,,,,,,,,,,
8/23/2018,1187.3,-0.002229468,,,,,,,,,,,,
8/24/2018,1189.95,-0.018979219,,,,,,,,,,,,
8/28/2018,1212.75,0.006992023,,,,,,,,,,,,
8/29/2018,1204.3,0.00162051,,,,,,,,,,,,
8/30/2018,1202.35,-0.003735684,,,,,,,,,,,,
8/31/2018,1206.85,0.004276438,,,,,,,,,,,,
9/3/2018,1201.7,0.004963617,,,,,,,,,,,,
9/4/2018,1195.75,0.000878496,,,,,,,,,,,,
9/5/2018,1194.7,-0.008003377,,,,,,,,,,,,
9/6/2018,1204.3,0.002952124,,,,,,,,,,,,
9/7/2018,1200.75,0.004130944,,,,,,,,,,,,
9/10/2018,1195.8,0.001506402,,,,,,,,,,,,
9/11/2018,1194,-0.003177526,,,,,,,,,,,,
9/12/2018,1197.8,-0.007361384,,,,,,,,,,,,
9/13/2018,1206.65,0.000373003,,,,,,,,,,,,
9/14/2018,1206.2,0.007823594,,,,,,,,,,,,
9/17/2018,1196.8,-0.002170104,,,,,,,,,,,,
9/18/2018,1199.4,-0.002997005,,,,,,,,,,,,
9/19/2018,1203,0,,,,,,,,,,,,
9/20/2018,1203,-0.003816482,,,,,,,,,,,,
9/21/2018,1207.6,0.007355572,,,,,,,,,,,,
9/24/2018,1198.75,-0.000583771,,,,,,,,,,,,
9/25/2018,1199.45,0.000542062,,,,,,,,,,,,
9/26/2018,1198.8,0.002338401,,,,,,,,,,,,
9/27/2018,1196,0.010506506,,,,,,,,,,,,
9/28/2018,1183.5,-0.001519757,,,,,,,,,,,,
10/1/2018,1185.3,-0.006181815,,,,,,,,,,,,
10/2/2018,1192.65,-0.009056256,,,,,,,,,,,,
10/3/2018,1203.5,0.00337086,,,,,,,,,,,,
10/4/2018,1199.45,-0.001374685,,,,,,,,,,,,
10/5/2018,1201.1,0.005258996,,,,,,,,,,,,
10/8/2018,1194.8,0.006212765,,,,,,,,,,,,
10/9/2018,1187.4,0.000842531,,,,,,,,,,,,
10/10/2018,1186.4,-0.012314292,,,,,,,,,,,,
10/11/2018,1201.1,-0.01458794,,,,,,,,,,,,
10/12/2018,1218.75,-0.011624481,,,,,,,,,,,,
10/15/2018,1233,0.003371451,,,,,,,,,,,,
10/16/2018,1228.85,0.001710377,,,,,,,,,,,,
10/17/2018,1226.75,0.001754136,,,,,,,,,,,,
10/18/2018,1224.6,-0.002976132,,,,,,,,,,,,
10/19/2018,1228.25,0.004365305,,,,,,,,,,,,
10/22/2018,1222.9,-0.010331595,,,,,,,,,,,,
10/23/2018,1235.6,0.003201948,,,,,,,,,,,,
10/24/2018,1231.65,-0.000405877,,,,,,,,,,,,
10/25/2018,1232.15,-0.0031602,,,,,,,,,,,,
10/26/2018,1236.05,0.004297072,,,,,,,,,,,,
10/29/2018,1230.75,0.008772881,,,,,,,,,,,,
10/30/2018,1220,0.001887025,,,,,,,,,,,,
10/31/2018,1217.7,-0.004547418,,,,,,,,,,,,
11/1/2018,1223.25,-0.009964495,,,,,,,,,,,,
11/2/2018,1235.5,0.003161609,,,,,,,,,,,,
11/5/2018,1231.6,-0.002635368,,,,,,,,,,,,
11/6/2018,1234.85,-0.00016195,,,,,,,,,,,,
11/7/2018,1235.05,0.009436718,,,,,,,,,,,,
11/8/2018,1223.45,0.00360287,,,,,,,,,,,,
11/9/2018,1219.05,0.009892501,,,,,,,,,,,,
11/12/2018,1207.05,,,,,,,,,,,,,
